show_id;show_url;title;poster_url;rating;year;tags;duration_minutes;summary;director;starring;platforms
3889;https://www.movieofthenight.com/show/3889;The 400 Blows;https://image.tmdb.org/t/p/w1280/cy7ymUaMEWRoig7LWXpfzaaw2vv.jpg;8;1959;Crime, Drama, Teen;99;For young Parisian boy Antoine Doinel, life is one difficult situation after another. Surrounded by inconsiderate adults, including his neglectful parents, Antoine spends his days with his best friend, Rene, trying to plan for a better life. When one of their schemes goes awry, Antoine ends up in trouble with the law, leading to even more conflicts with unsympathetic authority figures.;François Truffaut;Jean-Pierre Léaud, Claire Maurier, Albert Rémy, Georges Flamant, Patrick Auffay, Robert Beauvais, Yvonne Claudie;"Mubi; Prime Video"
4;https://www.movieofthenight.com/show/4;Breaking Bad;https://image.tmdb.org/t/p/w1280/vFxjuhENDjEKzWXUGKmRFct15bA.jpg;9,3;;Crime, Drama, Thriller;;Walter White, a New Mexico chemistry teacher, is diagnosed with Stage III cancer and given a prognosis of only two years left to live. He becomes filled with a sense of fearlessness and an unrelenting desire to secure his family's financial future at any cost as he enters the dangerous world of drugs and crime.;;Bryan Cranston, Aaron Paul, Anna Gunn, RJ Mitte, Dean Norris, Betsy Brandt, Bob Odenkirk;Netflix
4262;https://www.movieofthenight.com/show/4262;The Diving Bell and the Butterfly;https://image.tmdb.org/t/p/w1280/8v9UL4hL4WDC58IrKb9bkBz0kIQ.jpg;7,8;2007;Drama;112;Jean-Dominique Bauby, editor-in-chief of French fashion bible Elle magazine, has a devastating stroke at age 43. The damage to his brain stem results in locked-in syndrome, with which he is almost completely paralyzed and only able to communicate by blinking an eye. Bauby painstakingly dictates his memoir via the only means of expression left to him.;Julian Schnabel;Mathieu Amalric, Emmanuelle Seigner, Marie-Josée Croze, Anne Consigny, Patrick Chesnais, Niels Arestrup, Olatz López Garmendia;"Apple; Prime Video"
44296;https://www.movieofthenight.com/show/44296;Amazing Train Journeys;https://image.tmdb.org/t/p/w1280/1UaylRcNIiImcVmVeMor7iUmggF.jpg;5,8;;Documentary;;;;Philippe Gougler;Prime Video
4433;https://www.movieofthenight.com/show/4433;Three Colors: Red;https://image.tmdb.org/t/p/w1280/pZcoSJUb3Lgr9Rzg2shg1PtTBP9.jpg;8;1994;Drama, Mystery, Romance;100;Part-time model Valentine unexpectedly befriends a retired judge after she runs over his dog. At first, the grumpy man shows no concern about the dog, and Valentine decides to keep it. But the two form a bond when she returns to his house and catches him listening to his neighbors’ phone calls.;Krzysztof Kieślowski;Irène Jacob, Jean-Louis Trintignant, Frédérique Feder, Jean-Pierre Lorit, Samuel Le Bihan, Marion Stalens, Teco Celio;Prime Video
4464;https://www.movieofthenight.com/show/4464;Three Colors: Blue;https://image.tmdb.org/t/p/w1280/nAyUVvcdOKHmukdgGHZ7xR5er1q.jpg;7,7;1993;Drama, Music, Mystery;98;The wife of a famous composer survives a car accident that kills her husband and daughter. Now alone, she shakes off her old identity and explores her newfound freedom but finds that she is unbreakably bound to other humans, including her husband’s mistress, whose existence she never suspected.;Krzysztof Kieślowski;Juliette Binoche, Benoît Régent, Florence Pernel, Charlotte Véry, Hélène Vincent, Philippe Volter, Claude Duneton;Prime Video
4561;https://www.movieofthenight.com/show/4561;Amour;https://image.tmdb.org/t/p/w1280/w7Z4BVMin49voNN61IUWyN9DopV.jpg;7,8;2012;Drama;127;Georges and Anne are in their eighties. They are cultivated, retired music teachers. Their daughter, who is also a musician, lives abroad with her family. One day, Anne has a stroke, and the couple's bond of love is severely tested.;Michael Haneke;Jean-Louis Trintignant, Emmanuelle Riva, Isabelle Huppert, Alexandre Tharaud, William Shimell, Ramon Agirre, Rita Blanco;Prime Video
4632;https://www.movieofthenight.com/show/4632;A Prophet;https://image.tmdb.org/t/p/w1280/7en9qwF88VfxPXsN6azHmUxRBNy.jpg;7,7;2009;Crime, Drama, Epic;155;Sentenced to six years in prison, Malik El Djebena is alone in the world and can neither read nor write. On his arrival at the prison, he seems younger and more brittle than the others detained there. At once he falls under the sway of a group of Corsicans who enforce their rule in the prison. As the 'missions' go by, he toughens himself and wins the confidence of the Corsican group.;Jacques Audiard;Tahar Rahim, Niels Arestrup, Adel Bencherif, Hichem Yacoubi, Reda Kateb, Jean-Philippe Ricci, Gilles Cohen;"Apple; Netflix"
472;https://www.movieofthenight.com/show/472;Taken;https://image.tmdb.org/t/p/w1280/lMRMjd9yJsZLyaT97eiURu2zVb4.jpg;7,6;2008;Action, Crime, Thriller;94;Bryan Mills, a former government operative, is trying to reconnect with his teenage daughter Kim. After reluctantly agreeing with his ex-wife to let Kim go to Paris on vacation with a friend, his worst nightmare comes true. While on the phone with his daughter shortly after she arrives in Paris, she and her friend are abducted by a gang of human traffickers. Working against the clock, Bryan relies on his extensive training and skills to track down the ruthless gang that abducted her and launch a one-man war to rescue his daughter.;Pierre Morel;Liam Neeson, Maggie Grace, Famke Janssen, Olivier Rabourdin, Leland Orser, Jon Gries, David Warshofsky;"Apple; Disney+; Netflix; Prime Video"
469;https://www.movieofthenight.com/show/469;Lupin;https://image.tmdb.org/t/p/w1280/aY7zv2pfk9H0QxaaL3PBjvalbKQ.jpg;7,5;;Action, Crime, Drama;;Inspired by the adventures of Arsène Lupin, gentleman thief Assane Diop sets out to avenge his father for an injustice inflicted by a wealthy family.;;Omar Sy, Ludivine Sagnier, Soufiane Guerrab, Shirine Boutella, Etan Simon, Antoine Gouy, Mamadou Haïdara;Netflix
4779;https://www.movieofthenight.com/show/4779;Persepolis;https://image.tmdb.org/t/p/w1280/6kqybERm5qi2jGpu8I7DaQPxpSU.jpg;7,9;2007;Animation, Drama, Teen;95;In 1970s Iran, Marjane 'Marji' Satrapi watches events through her young eyes and her idealistic family of a long dream being fulfilled of the hated Shah's defeat in the Iranian Revolution of 1979. However as Marji grows up, she witnesses first hand how the new Iran, now ruled by Islamic fundamentalists, has become a repressive tyranny on its own.;;Chiara Mastroianni, Danielle Darrieux, Catherine Deneuve, Simon Abkarian, Gabrielle Lopes Benites, François Jérosme, Tilly Mandelbrot;Prime Video
4880;https://www.movieofthenight.com/show/4880;Portrait of a Lady on Fire;https://image.tmdb.org/t/p/w1280/foFq1RZWQIgFuCQ0nyYccywjFyX.jpg;8;2019;Drama, Romance;121;On an isolated island in Brittany at the end of the eighteenth century, a female painter is obliged to paint a wedding portrait of a young woman.;Céline Sciamma;Noémie Merlant, Adèle Haenel, Luàna Bajrami, Valeria Golino, Christel Baras, Armande Boulanger, Guy Delamarche;"Apple; Prime Video"
519;https://www.movieofthenight.com/show/519;Casablanca;https://image.tmdb.org/t/p/w1280/87wqeMeUeMRLjsE1IWNKJcPlpuC.jpg;8,4;1943;Drama, Romance, War;103;In Casablanca, Morocco in December 1941, a cynical American expatriate meets a former lover, with unforeseen complications.;Michael Curtiz;Humphrey Bogart, Ingrid Bergman, Paul Henreid, Claude Rains, Conrad Veidt, Sydney Greenstreet, Peter Lorre;HBO Max
5291;https://www.movieofthenight.com/show/5291;Taxi;https://image.tmdb.org/t/p/w1280/nmGgqRzbb0OHJloknzlorUzUVQo.jpg;6,9;1998;Action, Comedy, Crime;86;In Marseilles a skilled pizza delivery boy Daniel who drives a scooter finally has his dreams come true. He gets a taxi license. Caught by the police for a huge speed infraction, he will help Emilien, a loser inspector who can't drive, on the track of German bank robbers, so he doesn't lose his license and his dream job.;Gérard Pirès;Samy Naceri, Frédéric Diefenthal, Marion Cotillard, Manuela Gourary, Emma Wiklund, Bernard Farcy, Georges Neri;Prime Video
5236;https://www.movieofthenight.com/show/5236;Delicatessen;https://image.tmdb.org/t/p/w1280/A3qvUUd36LUF5sfPYOHEd3ahDp2.jpg;7,4;1991;Comedy, Crime;99;In a post-apocalyptic world, the residents of an apartment above the butcher shop receive an occasional delicacy of meat, something that is in low supply. A young man new in town falls in love with the butcher's daughter, which causes conflicts in her family, who need the young man for other business-related purposes.;;Dominique Pinon, Marie-Laure Dougnac, Jean-Claude Dreyfus, Karin Viard, Ticky Holgado, Pascal Benezech, Edith Ker;"Mubi; Prime Video"
5377;https://www.movieofthenight.com/show/5377;Breathless;https://image.tmdb.org/t/p/w1280/4WGuyWf1f94CsEeVIIqDKGw5rmO.jpg;7,6;1960;Crime, Drama;90;A small-time thief steals a car and impulsively murders a motorcycle policeman. Wanted by the authorities, he attempts to persuade a girl to run away to Italy with him.;Jean-Luc Godard;Jean-Paul Belmondo, Jean Seberg, Daniel Boulanger, Henri-Jacques Huet, Roger Hanin, Van Doude, Claude Mansard;"Mubi; Prime Video"
5669;https://www.movieofthenight.com/show/5669;Judgment at Nuremberg;https://image.tmdb.org/t/p/w1280/bDsXa3PV3biQ8ZK1tQyK4vlkvCc.jpg;8,2;1961;Drama, History, War;191;In 1947, four German judges who served on the bench during the Nazi regime face a military tribunal to answer charges of crimes against humanity. Chief Justice Haywood hears evidence and testimony not only from lead defendant Ernst Janning and his defense attorney Hans Rolfe, but also from the widow of a Nazi general, an idealistic U.S. Army captain and reluctant witness Irene Wallner.;Stanley Kramer;Spencer Tracy, Richard Widmark, Maximilian Schell, Burt Lancaster, Marlene Dietrich, Judy Garland, Montgomery Clift;Prime Video
587;https://www.movieofthenight.com/show/587;Casino;https://image.tmdb.org/t/p/w1280/iZGiMD0p1M2AOmzKknFo5bkuz94.jpg;8,1;1995;Crime, Drama, Epic;179;In Las Vegas, two best friends--a casino executive and a Mafia enforcer--compete for a gambling empire and a fast-living, fast-loving socialite.;Martin Scorsese;Robert De Niro, Sharon Stone, Joe Pesci, James Woods, Don Rickles, Alan King, Kevin Pollak;"Apple; Mubi; Prime Video"
590;https://www.movieofthenight.com/show/590;Source Code;https://image.tmdb.org/t/p/w1280/s2Cu1y9Al9RbwRU5blAH8wMCrBI.jpg;7,4;2011;Action, Mystery;93;When decorated soldier Captain Colter Stevens wakes up in the body of an unknown man, he discovers he's part of a mission to find the bomber of a Chicago commuter train.;Duncan Jones;Jake Gyllenhaal, Michelle Monaghan, Vera Farmiga, Jeffrey Wright, Michael Arden, Cas Anvar, Russell Peters;Prime Video
613;https://www.movieofthenight.com/show/613;Hot Fuzz;https://image.tmdb.org/t/p/w1280/9rMSCFH9zhv1vILpEZQlUJs9iUm.jpg;7,7;2007;Action, Comedy, Mystery;121;Former London constable Nicholas Angel finds it difficult to adapt to his new assignment in the sleepy British village of Sandford. Not only does he miss the excitement of the big city, but he also has a well-meaning oaf for a partner. However, when a series of grisly accidents rocks Sandford, Angel smells something rotten in the idyllic village.;Edgar Wright;Simon Pegg, Nick Frost, Jim Broadbent, Paddy Considine, Rafe Spall, Kevin Eldon, Olivia Colman;Prime Video
6;https://www.movieofthenight.com/show/6;Stranger Things;https://image.tmdb.org/t/p/w1280/cSJPoENi4D16FirmDbHsVGHXpge.jpg;8,6;;Epic, Fantasy, Horror, Teen;;When a young boy vanishes, a small town uncovers a mystery involving secret experiments, terrifying supernatural forces, and one strange little girl.;;Winona Ryder, David Harbour, Millie Bobby Brown, Finn Wolfhard, Gaten Matarazzo, Caleb McLaughlin, Natalia Dyer;Netflix
630;https://www.movieofthenight.com/show/630;Lucy;https://image.tmdb.org/t/p/w1280/ozVwXlfxqNsariipatGwa5px3Pm.jpg;6,4;2014;Action, Science Fiction, Thriller;89;A woman, accidentally caught in a dark deal, turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic.;Luc Besson;Scarlett Johansson, Morgan Freeman, Choi Min-sik, Amr Waked, Julian Rhind-Tutt, Pilou Asbæk, Lio Tipton;"Apple; Prime Video"
631;https://www.movieofthenight.com/show/631;Love Actually;https://image.tmdb.org/t/p/w1280/xUWf5xX0AnZgAnYXAMk03zTbsef.jpg;7,3;2003;Comedy, Drama, Romance;135;Eight very different couples deal with their love lives in various loosely interrelated tales all set during a frantic month before Christmas in London.;Richard Curtis;Hugh Grant, Alan Rickman, Emma Thompson, Liam Neeson, Martine McCutcheon, Colin Firth, Bill Nighy;"Disney+; Prime Video"
6416047;https://www.movieofthenight.com/show/6416047;Big Zuu's 12 Dishes in 12 Hours;https://image.tmdb.org/t/p/w300/f5woP1q5t1ylKG5hQwUKKbbPxKL.jpg;5,4;2024;Documentary;;Rapper Big Zuu takes famous faces on culinary tours of European cities, teaching them everything that they need to know about the place through a dozen dishes.;;Big Zuu;Prime Video
6427;https://www.movieofthenight.com/show/6427;Diabolique;https://image.tmdb.org/t/p/w1280/rcEUuRtr0dFL078bNeXL8pQqrMK.jpg;8;1955;Crime, Horror;117;The cruel and abusive headmaster of a boarding school, Michel Delassalle, is murdered by an unlikely duo -- his meek wife and the mistress he brazenly flaunts. The women become increasingly unhinged by a series of odd occurrences after Delassalle's corpse mysteriously disappears.;Henri-Georges Clouzot;Véra Clouzot, Simone Signoret, Paul Meurisse, Charles Vanel, Jean Brochard, Pierre Larquey, Michel Serrault;"Apple; Prime Video"
66;https://www.movieofthenight.com/show/66;The Shawshank Redemption;https://image.tmdb.org/t/p/w1280/zfbjgQE1uSd9wiPTX4VzsLi0rGG.jpg;9,1;1994;Drama, Epic;142;Imprisoned in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.;Frank Darabont;Tim Robbins, Morgan Freeman, Bob Gunton, William Sadler, Clancy Brown, Gil Bellows, James Whitmore;Netflix
68;https://www.movieofthenight.com/show/68;The Dark Knight;https://image.tmdb.org/t/p/w1280/dGOZdWOB8OpZFVziEOUFhox5wz9.jpg;8,9;2008;Action, Crime, Drama, Epic;152;Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.;Christopher Nolan;Christian Bale, Heath Ledger, Aaron Eckhart, Michael Caine, Maggie Gyllenhaal, Gary Oldman, Morgan Freeman;"HBO Max; Netflix; Prime Video"
681;https://www.movieofthenight.com/show/681;The Fifth Element;https://image.tmdb.org/t/p/w1280/dwN0kPGrLbFRxyL3F3J3t4ShQx.jpg;7,5;1997;Action, Adventure, Epic, Science Fiction;126;In 2257, a taxi driver is unintentionally given the task of saving a young girl who is part of the key that will ensure the survival of humanity.;Luc Besson;Bruce Willis, Milla Jovovich, Gary Oldman, Ian Holm, Chris Tucker, Luke Perry, Brion James;Prime Video
70;https://www.movieofthenight.com/show/70;Inception;https://image.tmdb.org/t/p/w1280/ii8QGacT3MXESqBckQlyrATY0lT.jpg;8,6;2010;Action, Adventure, Epic, Science Fiction;148;"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.";Christopher Nolan;Leonardo DiCaprio, Joseph Gordon-Levitt, Ken Watanabe, Tom Hardy, Elliot Page, Dileep Rao, Cillian Murphy;"Apple; HBO Max; Prime Video"
72;https://www.movieofthenight.com/show/72;Fight Club;https://image.tmdb.org/t/p/w300/qth56RA3rkUlhbDRDKGeMJEssdi.jpg;8,7;1999;Crime, Drama, Thriller;139;"A ticking-time-bomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy. Their concept catches on, with underground ""fight clubs"" forming in every town, until an eccentric gets in the way and ignites an out-of-control spiral toward oblivion.";David Fincher;Edward Norton, Brad Pitt, Helena Bonham Carter, Meat Loaf, Jared Leto, Zach Grenier, Holt McCallany;"Disney+; Prime Video"
74;https://www.movieofthenight.com/show/74;Forrest Gump;https://image.tmdb.org/t/p/w1280/67HggiWaP9ZLv5sPYmyRV37yAJM.jpg;8,7;1994;Drama, Epic, Romance;142;A man with a low IQ has accomplished great things in his life and been present during significant historic events—in each case, far exceeding what anyone imagined he could do. But despite all he has achieved, his one true love eludes him.;Robert Zemeckis;Tom Hanks, Robin Wright, Gary Sinise, Sally Field, Mykelti Williamson, Michael Conner Humphreys, Hanna Hall;"Netflix; Paramount+; Prime Video"
7410;https://www.movieofthenight.com/show/7410;The Passion of Joan of Arc;https://image.tmdb.org/t/p/w1280/cFgCf2XqnhErS3HmgSOBCe4kL4d.jpg;8;1928;Drama, History;81;A classic of the silent age, this film tells the story of the doomed but ultimately canonized 15th-century teenage warrior. On trial for claiming she'd spoken to God, Jeanne d'Arc is subjected to inhumane treatment and scare tactics at the hands of church court officials. Initially bullied into changing her story, Jeanne eventually opts for what she sees as the truth. Her punishment, a famously brutal execution, earns her perpetual martyrdom.;Carl Theodor Dreyer;Maria Falconetti, Eugène Silvain, André Berley, Maurice Schutz, Antonin Artaud, Michel Simon, Jean d'Yd;Prime Video
7528687;https://www.movieofthenight.com/show/7528687;Giannis: The Marvelous Journey;https://image.tmdb.org/t/p/w1280/1Ss82WvXXANNwrfaumHGvbTiE2i.jpg;7,1;2024;Documentary, Sport;109;A documentary that chronicles the extraordinary odyssey of NBA mega-star Giannis Antetokounmpo from an impoverished childhood in Greece as the son of Nigerian immigrants to the very top of the basketball world.;Kristen Lappas;Giannis Antetokounmpo, Veronica Antetokounmpo, Thanasis Antetokounmpo, Kostas Antetokounmpo, Alex Antetokounmpo, Mariah Riddlesprigger, Jason Kidd;Prime Video
7533921;https://www.movieofthenight.com/show/7533921;On the Roam;https://image.tmdb.org/t/p/w1280/dhl3koMC87Ar3YncHSQMPwf54Lq.jpg;6,4;2024;Adventure, Documentary, Reality;;;;Jason Momoa;HBO Max
78;https://www.movieofthenight.com/show/78;The Matrix;https://image.tmdb.org/t/p/w1280/tlm8UkiQsitc8rSuIAscQDCnP8d.jpg;8,5;1999;Action, Epic, Science Fiction;136;Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.;;Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Hugo Weaving, Gloria Foster, Joe Pantoliano, Marcus Chong;Apple
76;https://www.movieofthenight.com/show/76;Pulp Fiction;https://image.tmdb.org/t/p/w1280/96hiUXEuYsu4tcnvlaY8tEMFM0m.jpg;8,7;1994;Crime;154;A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.;Quentin Tarantino;John Travolta, Samuel L. Jackson, Uma Thurman, Bruce Willis, Ving Rhames, Harvey Keitel, Eric Stoltz;"Netflix; Prime Video"
80;https://www.movieofthenight.com/show/80;The Lord of the Rings: The Fellowship of the Ring;https://image.tmdb.org/t/p/w1280/x2RS3uTcsJJ9IfjNPcgDmukoEcQ.jpg;8,7;2001;Adventure, Epic, Fantasy;179;Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.;Peter Jackson;Elijah Wood, Ian McKellen, Viggo Mortensen, Sean Astin, Ian Holm, Liv Tyler, Christopher Lee;"Apple; HBO Max; Prime Video"
800;https://www.movieofthenight.com/show/800;Midnight in Paris;https://image.tmdb.org/t/p/w1280/gR1LRuvKTzh2AvxGvfoBNNJHPMq.jpg;7,5;2011;Comedy, Fantasy, Romance;94;While on a trip to Paris with his fiancée's family, a nostalgic screenwriter finds himself mysteriously going back to the 1920s every day at midnight.;Woody Allen;Owen Wilson, Rachel McAdams, Kathy Bates, Kurt Fuller, Adrien Brody, Carla Bruni, Marion Cotillard;Prime Video
803565;https://www.movieofthenight.com/show/803565;20 Days in Mariupol;https://image.tmdb.org/t/p/w1280/986n9SAXsuxpPJzFAWK3azPknX0.jpg;8,4;2023;Documentary, War;94;As the Russian invasion begins, a team of Ukrainian journalists trapped in the besieged city of Mariupol struggle to continue their work documenting the war's atrocities.;Mstyslav Chernov;Mstyslav Chernov, Evgeniy Maloletka, Liudmyla Amelkina, Zhanna Homa, Oleksandr Ivanov, Irina Kalinina, Volodymyr Nikulin;Prime Video
82;https://www.movieofthenight.com/show/82;The Godfather;https://image.tmdb.org/t/p/w1280/tmU7GeKVybMWFButWEGl2M4GeiP.jpg;9;1972;Crime, Drama, Epic;175;Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.;Francis Ford Coppola;Marlon Brando, Al Pacino, James Caan, Robert Duvall, Richard S. Castellano, Diane Keaton, Talia Shire;"Netflix; Paramount+"
84192;https://www.movieofthenight.com/show/84192;Echappées Belles;https://image.tmdb.org/t/p/w1280/AexziGDe7P6ovqfdOWkME0JrwLI.jpg;4,9;;Documentary;;Échappées Belles is a French weekly discovery magazine, broadcast on Saturdays in the first part of the evening on France 5 since September 30, 2006. It is presented in turn by Sophie Jovillard, Jérôme Pitorin, Ismaël Khelifa, Tiga, Sabine Quindou, Théo Curin and Anto Cocagne.;;Jérôme Pitorin, Tiga, Ismaël Khelifa, Sophie Jovillard, Raphaël de Casabianca, Stéphane Bouillaud, Sacha Bollet;Prime Video
84;https://www.movieofthenight.com/show/84;The Lord of the Rings: The Return of the King;https://image.tmdb.org/t/p/w1280/2u7zbn8EudG6kLlBzUYqP8RyFU4.jpg;8,8;2003;Adventure, Epic, Fantasy;201;As armies mass for a final battle that will decide the fate of the world--and powerful, ancient forces of Light and Dark compete to determine the outcome--one member of the Fellowship of the Ring is revealed as the noble heir to the throne of the Kings of Men. Yet, the sole hope for triumph over evil lies with a brave hobbit, Frodo, who, accompanied by his loyal friend Sam and the hideous, wretched Gollum, ventures deep into the very dark heart of Mordor on his seemingly impossible quest to destroy the Ring of Power.​;Peter Jackson;Elijah Wood, Ian McKellen, Viggo Mortensen, Sean Astin, Andy Serkis, Dominic Monaghan, Billy Boyd;"Apple; HBO Max; Prime Video"
86;https://www.movieofthenight.com/show/86;Interstellar;https://image.tmdb.org/t/p/w1280/5XNQBqnBwPA9yT0jZ0p3s8bbLh0.jpg;8,6;2014;Adventure, Drama, Epic, Science Fiction;169;The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.;Christopher Nolan;Matthew McConaughey, Anne Hathaway, Michael Caine, Jessica Chastain, Casey Affleck, Wes Bentley, Topher Grace;"Apple; Netflix; Prime Video"
8847447;https://www.movieofthenight.com/show/8847447;Conan O'Brien Must Go;https://image.tmdb.org/t/p/w1280/8o7Sc9wMvZB2ZiKcR7JZ4l19xgZ.jpg;7,6;;Comedy, Documentary;;"Conan O'Brien visits new friends he met through his podcast, ""Conan O'Brien Needs a Fan,"" where he dives deep with listeners from across the country and the world.";;Conan O'Brien, Matt Gourley, Sona Movsesian, Jordan Schlansky, Javier Bardem, Taika Waititi, José Arroyo;"HBO Max; Prime Video"
88;https://www.movieofthenight.com/show/88;The Dark Knight Rises;https://image.tmdb.org/t/p/w1280/y2DB71C4nyIdMrANijz8mzvQtk6.jpg;8,2;2012;Action, Crime, Drama, Epic;165;Following the death of District Attorney Harvey Dent, Batman assumes responsibility for Dent's crimes to protect the late attorney's reputation and is subsequently hunted by the Gotham City Police Department. Eight years later, Batman encounters the mysterious Selina Kyle and the villainous Bane, a new terrorist leader who overwhelms Gotham's finest. The Dark Knight resurfaces to protect a city that has branded him an enemy.;Christopher Nolan;Christian Bale, Gary Oldman, Tom Hardy, Joseph Gordon-Levitt, Anne Hathaway, Marion Cotillard, Morgan Freeman;"Apple; HBO Max; Netflix; Prime Video"
8864000;https://www.movieofthenight.com/show/8864000;The Final: Attack on Wembley;https://image.tmdb.org/t/p/w1280/ao6UU1y1fctSgcRg818W9DiBYJ0.jpg;6,3;2024;Crime, Documentary, Sport;82;As England reach the final of the Euros at last, 6,000 ticketless football fans storm Wembley stadium, leaving destruction in their wake.;;Gareth Southgate, Harry Kane, Luciano Spalletti, Leonardo Bonucci, Emma Saunders, Liam Boylan, Chris Bryant;Netflix
8954974;https://www.movieofthenight.com/show/8954974;The Substance;https://image.tmdb.org/t/p/w1280/jocCWIF8YksHuTPhFUSxevz69Qm.jpg;7,1;2024;Horror, Science Fiction;141;A fading celebrity decides to use a black market drug, a cell-replicating substance that temporarily creates a younger, better version of herself.;Coralie Fargeat;Demi Moore, Margaret Qualley, Dennis Quaid, Edward Hamilton-Clark, Gore Abrams, Oscar Lesage, Christian Erickson;Prime Video
8954742;https://www.movieofthenight.com/show/8954742;Federer: Twelve Final Days;https://image.tmdb.org/t/p/w1280/sIwhdAN3sqk3oK1fUORqbrG4aEn.jpg;7,3;2024;Documentary, Sport;88;Originally a home video never intended for public viewing, this film captures the final chapter in Roger Federer's legendary tennis career, featuring Roger, his family, and his three main rivals: Rafael Nadal, Novak Djokovic, and Andy Murray.;;Roger Federer, Rafael Nadal, Novak Đoković, Andy Murray, Mirka Federer, Leo Federer, Lenny Federer;Prime Video
90;https://www.movieofthenight.com/show/90;The Lord of the Rings: The Two Towers;https://image.tmdb.org/t/p/w1280/kWYfW2Re0rUDE6IHhy4CRuKWeFr.jpg;8,7;2002;Adventure, Epic, Fantasy;179;Frodo Baggins and the other members of the Fellowship continue on their sacred quest to destroy the One Ring--but on separate paths. Their destinies lie at two towers--Orthanc Tower in Isengard, where the corrupt wizard Saruman awaits, and Sauron's fortress at Barad-dur, deep within the dark lands of Mordor. Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.;Peter Jackson;Elijah Wood, Ian McKellen, Viggo Mortensen, Sean Astin, Andy Serkis, John Rhys-Davies, Orlando Bloom;"Apple; HBO Max; Prime Video"
9225;https://www.movieofthenight.com/show/9225;Travel Man: 48 Hours in...;https://image.tmdb.org/t/p/w1280/albGE49OTbEbmszOzjsxZPGkOUv.jpg;7,2;;Adventure, Comedy, Documentary;;British comedian Richard Ayoade (later taken over by Joe Lycett), accompanied by a celebrity guest, takes a ruthlessly efficient approach to travel, covering everything top tourist destinations have to offer in just 48 hours.;;Richard Ayoade, Joe Lycett, Adam Buxton, Roisin Conaty, Aisling Bea, Adam Hills, Rob Beckett;Disney+
92;https://www.movieofthenight.com/show/92;Se7en;https://image.tmdb.org/t/p/w1280/hkKTtlHjiVUW5XRfkQfl3FmJUfX.jpg;8,5;1995;Crime, Mystery;127;"Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Somerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case.";David Fincher;Morgan Freeman, Brad Pitt, Gwyneth Paltrow, John Cassini, Peter Crombie, Reg E. Cathey, R. Lee Ermey;"Apple; HBO Max"
925;https://www.movieofthenight.com/show/925;The Lives of Others;https://image.tmdb.org/t/p/w1280/g11nKgir3nIhlG2gIDWIvJeR4fz.jpg;8,3;2006;Drama, Mystery, Thriller;137;In 1984 East Berlin, dedicated Stasi officer Gerd Wiesler begins spying on a famous playwright and his actress-lover Christa-Maria. Wiesler becomes unexpectedly sympathetic to the couple, and faces conflicting loyalties when his superior takes a liking to Christa-Maria.;Florian Henckel von Donnersmarck;Martina Gedeck, Ulrich Mühe, Sebastian Koch, Ulrich Tukur, Thomas Thieme, Hans-Uwe Bauer, Volkmar Kleinert;Prime Video
